stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\eduardo.msantos28\source\repos\PI2-BCC\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   0.17906] added dtor for sub_bitmap 0000028AE62210D0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17912] added dtor for sub_bitmap 0000028AE6220CF0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17918] added dtor for sub_bitmap 0000028AE621F5B0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17924] added dtor for sub_bitmap 0000028AE621F7A0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17929] added dtor for sub_bitmap 0000028AE621F990, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17937] added dtor for sub_bitmap 0000028AE6220720, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17943] added dtor for sub_bitmap 0000028AE6220150, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17950] added dtor for sub_bitmap 0000028AE621EFE0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17956] added dtor for sub_bitmap 0000028AE621FB80, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17965] added dtor for sub_bitmap 0000028AE621EDF0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17973] added dtor for sub_bitmap 0000028AE6220910, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17981] added dtor for sub_bitmap 0000028AE6221C70, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17987] added dtor for sub_bitmap 0000028AE621FD70, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.17994] added dtor for sub_bitmap 0000028AE62216A0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18000] added dtor for sub_bitmap 0000028AE6221E60, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18006] added dtor for sub_bitmap 0000028AE621F1D0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18010] added dtor for sub_bitmap 0000028AE6220B00, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18017] added dtor for sub_bitmap 0000028AE62212C0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18024] added dtor for sub_bitmap 0000028AE621E250, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18029] added dtor for sub_bitmap 0000028AE6220530, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18036] added dtor for sub_bitmap 0000028AE621EA10, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18043] added dtor for sub_bitmap 0000028AE6220340, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18048] added dtor for sub_bitmap 0000028AE62214B0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18052] added dtor for sub_bitmap 0000028AE6220EE0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18059] added dtor for sub_bitmap 0000028AE6221A80, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18067] added dtor for sub_bitmap 0000028AE621E440, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18078] added dtor for sub_bitmap 0000028AE621E630, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18084] added dtor for sub_bitmap 0000028AE621FF60, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18090] added dtor for sub_bitmap 0000028AE621E820, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18097] added dtor for sub_bitmap 0000028AE621EC00, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18104] added dtor for sub_bitmap 0000028AE6225020, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18110] added dtor for sub_bitmap 0000028AE62278D0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18116] added dtor for sub_bitmap 0000028AE6226B40, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18124] added dtor for sub_bitmap 0000028AE6228090, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18131] added dtor for sub_bitmap 0000028AE6226D30, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18137] added dtor for sub_bitmap 0000028AE62257E0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18142] added dtor for sub_bitmap 0000028AE6224670, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18146] added dtor for sub_bitmap 0000028AE6226760, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18154] added dtor for sub_bitmap 0000028AE6227AC0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18159] added dtor for sub_bitmap 0000028AE6226950, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18165] added dtor for sub_bitmap 0000028AE62274F0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18171] added dtor for sub_bitmap 0000028AE6227CB0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18178] added dtor for sub_bitmap 0000028AE62276E0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18185] added dtor for sub_bitmap 0000028AE6226F20, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18190] added dtor for sub_bitmap 0000028AE6227110, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18198] added dtor for sub_bitmap 0000028AE6226190, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18203] added dtor for sub_bitmap 0000028AE6228280, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18212] added dtor for sub_bitmap 0000028AE6226380, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18220] added dtor for sub_bitmap 0000028AE6227EA0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18228] added dtor for sub_bitmap 0000028AE62255F0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18234] added dtor for sub_bitmap 0000028AE6224860, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18244] added dtor for sub_bitmap 0000028AE6226570, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18253] added dtor for sub_bitmap 0000028AE6224A50, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18264] added dtor for sub_bitmap 0000028AE6224C40, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18271] added dtor for sub_bitmap 0000028AE6225210, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18279] added dtor for sub_bitmap 0000028AE62259D0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18286] added dtor for sub_bitmap 0000028AE6225BC0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18293] added dtor for sub_bitmap 0000028AE6224E30, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18298] added dtor for sub_bitmap 0000028AE6227300, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18304] added dtor for sub_bitmap 0000028AE6225400, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18309] added dtor for sub_bitmap 0000028AE6225DB0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18317] added dtor for sub_bitmap 0000028AE6225FA0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18324] added dtor for sub_bitmap 0000028AE622AB50, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18329] added dtor for sub_bitmap 0000028AE622A390, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18335] added dtor for sub_bitmap 0000028AE6229410, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18341] added dtor for sub_bitmap 0000028AE6229600, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18345] added dtor for sub_bitmap 0000028AE622C0A0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18350] added dtor for sub_bitmap 0000028AE6229FB0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18357] added dtor for sub_bitmap 0000028AE6228C50, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18363] added dtor for sub_bitmap 0000028AE62297F0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18371] added dtor for sub_bitmap 0000028AE622A1A0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18376] added dtor for sub_bitmap 0000028AE6229220, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18381] added dtor for sub_bitmap 0000028AE622AD40, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18387] added dtor for sub_bitmap 0000028AE622C290, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18395] added dtor for sub_bitmap 0000028AE622A580, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18401] added dtor for sub_bitmap 0000028AE622BAD0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18406] added dtor for sub_bitmap 0000028AE6228680, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18412] added dtor for sub_bitmap 0000028AE622B8E0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18419] added dtor for sub_bitmap 0000028AE6228870, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18426] added dtor for sub_bitmap 0000028AE6229BD0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18436] added dtor for sub_bitmap 0000028AE6228A60, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18442] added dtor for sub_bitmap 0000028AE6228E40, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18450] added dtor for sub_bitmap 0000028AE62299E0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18455] added dtor for sub_bitmap 0000028AE6229DC0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18461] added dtor for sub_bitmap 0000028AE6229030, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18469] added dtor for sub_bitmap 0000028AE622B6F0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18476] added dtor for sub_bitmap 0000028AE622AF30, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18481] added dtor for sub_bitmap 0000028AE622A770, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18488] added dtor for sub_bitmap 0000028AE622A960, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18494] added dtor for sub_bitmap 0000028AE622B120, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18500] added dtor for sub_bitmap 0000028AE622B310, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18506] added dtor for sub_bitmap 0000028AE622B500, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18512] added dtor for sub_bitmap 0000028AE622BCC0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18518] added dtor for sub_bitmap 0000028AE622BEB0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18526] added dtor for sub_bitmap 0000028AE6233290, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18533] added dtor for sub_bitmap 0000028AE62330A0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18540] added dtor for sub_bitmap 0000028AE6233480, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18548] added dtor for sub_bitmap 0000028AE6232310, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18555] added dtor for sub_bitmap 0000028AE6234210, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18561] added dtor for sub_bitmap 0000028AE622F0B0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18568] added dtor for sub_bitmap 0000028AE622F2A0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18574] added dtor for sub_bitmap 0000028AE6234BC0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18581] added dtor for sub_bitmap 0000028AE6230BD0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18587] added dtor for sub_bitmap 0000028AE622FA60, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18594] added dtor for sub_bitmap 0000028AE6234FA0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18601] added dtor for sub_bitmap 0000028AE62326F0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18607] added dtor for sub_bitmap 0000028AE6235760, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18613] added dtor for sub_bitmap 0000028AE6231580, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18624] added dtor for sub_bitmap 0000028AE62345F0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18632] added dtor for sub_bitmap 0000028AE6235D30, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18637] added dtor for sub_bitmap 0000028AE6231D40, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18643] added dtor for sub_bitmap 0000028AE6233860, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18648] added dtor for sub_bitmap 0000028AE6234DB0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18654] added dtor for sub_bitmap 0000028AE622F870, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18662] added dtor for sub_bitmap 0000028AE6234400, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18669] added dtor for sub_bitmap 0000028AE622F490, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18674] added dtor for sub_bitmap 0000028AE6233670, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18680] added dtor for sub_bitmap 0000028AE6230220, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18687] added dtor for sub_bitmap 0000028AE62347E0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18693] added dtor for sub_bitmap 0000028AE622EEC0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18698] added dtor for sub_bitmap 0000028AE6231770, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18705] added dtor for sub_bitmap 0000028AE6233C40, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18710] added dtor for sub_bitmap 0000028AE622EAE0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18717] added dtor for sub_bitmap 0000028AE62309E0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18725] added dtor for sub_bitmap 0000028AE6232500, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18732] added dtor for sub_bitmap 0000028AE6233A50, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18738] added dtor for sub_bitmap 0000028AE62328E0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18744] added dtor for sub_bitmap 0000028AE6233E30, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18751] added dtor for sub_bitmap 0000028AE62349D0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18758] added dtor for sub_bitmap 0000028AE6232AD0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18765] added dtor for sub_bitmap 0000028AE6235190, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18773] added dtor for sub_bitmap 0000028AE6234020, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18788] added dtor for sub_bitmap 0000028AE6235380, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18794] added dtor for sub_bitmap 0000028AE6230600, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18803] added dtor for sub_bitmap 0000028AE6235570, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18810] added dtor for sub_bitmap 0000028AE6235950, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18817] added dtor for sub_bitmap 0000028AE622F680, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18823] added dtor for sub_bitmap 0000028AE6232CC0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18829] added dtor for sub_bitmap 0000028AE6230FB0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18836] added dtor for sub_bitmap 0000028AE622FC50, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18844] added dtor for sub_bitmap 0000028AE6232EB0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18850] added dtor for sub_bitmap 0000028AE6235B40, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18856] added dtor for sub_bitmap 0000028AE6232120, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18863] added dtor for sub_bitmap 0000028AE6235F20, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18871] added dtor for sub_bitmap 0000028AE6236110, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18880] added dtor for sub_bitmap 0000028AE6236300, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18889] added dtor for sub_bitmap 0000028AE6231960, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18895] added dtor for sub_bitmap 0000028AE6230030, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18904] added dtor for sub_bitmap 0000028AE62364F0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18914] added dtor for sub_bitmap 0000028AE622FE40, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18921] added dtor for sub_bitmap 0000028AE6231B50, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18928] added dtor for sub_bitmap 0000028AE622ECD0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18935] added dtor for sub_bitmap 0000028AE6230410, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18942] added dtor for sub_bitmap 0000028AE62307F0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18948] added dtor for sub_bitmap 0000028AE6230DC0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18956] added dtor for sub_bitmap 0000028AE62311A0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18962] added dtor for sub_bitmap 0000028AE6231390, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18967] added dtor for sub_bitmap 0000028AE6231F30, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18973] added dtor for sub_bitmap 0000028AE62366E0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18981] added dtor for sub_bitmap 0000028AE6241B70, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18986] added dtor for sub_bitmap 0000028AE623C440, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18993] added dtor for sub_bitmap 0000028AE6240620, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19000] added dtor for sub_bitmap 0000028AE623ECF0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19007] added dtor for sub_bitmap 0000028AE623F4B0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19013] added dtor for sub_bitmap 0000028AE623DF60, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19020] added dtor for sub_bitmap 0000028AE6241D60, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19027] added dtor for sub_bitmap 0000028AE623E340, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19033] added dtor for sub_bitmap 0000028AE6240810, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19041] added dtor for sub_bitmap 0000028AE623C630, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19049] added dtor for sub_bitmap 0000028AE6240A00, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19055] added dtor for sub_bitmap 0000028AE623E150, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19062] added dtor for sub_bitmap 0000028AE6242330, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19069] added dtor for sub_bitmap 0000028AE6240FD0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19076] added dtor for sub_bitmap 0000028AE623B0E0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19082] added dtor for sub_bitmap 0000028AE623BC80, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19089] added dtor for sub_bitmap 0000028AE623C060, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19096] added dtor for sub_bitmap 0000028AE62413B0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19102] added dtor for sub_bitmap 0000028AE623D990, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19109] added dtor for sub_bitmap 0000028AE6241F50, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19115] added dtor for sub_bitmap 0000028AE623EEE0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19121] added dtor for sub_bitmap 0000028AE623CA10, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19127] added dtor for sub_bitmap 0000028AE6240BF0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19135] added dtor for sub_bitmap 0000028AE623E530, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19141] added dtor for sub_bitmap 0000028AE623C820, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19148] added dtor for sub_bitmap 0000028AE623CC00, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19153] added dtor for sub_bitmap 0000028AE6242140, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19161] added dtor for sub_bitmap 0000028AE623DD70, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19167] added dtor for sub_bitmap 0000028AE62411C0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19173] added dtor for sub_bitmap 0000028AE623E720, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19180] added dtor for sub_bitmap 0000028AE623B6B0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19187] added dtor for sub_bitmap 0000028AE623B2D0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19195] added dtor for sub_bitmap 0000028AE6240DE0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19203] added dtor for sub_bitmap 0000028AE623F0D0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19212] added dtor for sub_bitmap 0000028AE6241980, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19217] added dtor for sub_bitmap 0000028AE623F2C0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19223] added dtor for sub_bitmap 0000028AE62415A0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19231] added dtor for sub_bitmap 0000028AE623F6A0, func 00007FFF2876118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19238] added dtor for sub_bitmap 0000028AE6242520, func 00007FFF2876118B
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.19246] removed dtor for bitmap 0000028AE009F100
dtor     D               dtor.c:196  _al_register_destructor          [   0.19253] added dtor for font 0000028AE011C700, func 00007FF81A54128F
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.19258] removed dtor for bitmap 0000028AE009F4E0
dtor     D               dtor.c:196  _al_register_destructor          [   0.19265] added dtor for timer 0000028ADD3FE520, func 00007FFF28761050
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.19270] opening ./MEN.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.19318] opening ./MEN.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.19343] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.19352] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.19358] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.19366] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.19373] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.19378] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.19385] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.19393] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.19400] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.19406] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.19413] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.19420] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.19425] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.19459] added dtor for bitmap 0000028AE623CDF0, func 00007FFF2876118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.19587] opening ./bg.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.19633] opening ./bg.png rb
